,Actors,Awards,Country,Director,Error,Genre,Language,Metascore,Plot,Poster,Rated,Released,Response,Runtime,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes
462,"Ruby, Youssef El Sherif, Rania Chahine, Mohamed Suliman",N/A,N/A,Sherif Sabri,,"Music, Romance",N/A,N/A,N/A,N/A,N/A,30 Jun 2004,True,N/A,Sabaa warakat kotshina,movie,Sherif Sabri,2004,tt0419104,1.5,45
463,"Ted Trent, Tim O'Leary, Cooper Shaw, Chris Talley Armstrong",1 win.,USA,Dan Steadman,,"Drama, Family, Fantasy",English,N/A,"Reclusive farmer Willie (Tim O'Leary) was depressed for years after the tragic death of his young wife Jana (Kate Barton), until a stranger named Neila (Ted Trent) appears on his farm from far, far away.",http://ia.media-imdb.com/images/M/MV5BNTMyNTQzNzkxN15BMl5BanBnXkFtZTgwMzM1MjcwMTE@._V1_SX300.jpg,N/A,22 Apr 2014,True,90 min,Belleville,movie,"Dan Steadman, Dan Steadman",2014,tt3471592,N/A,N/A
464,"Shirley Mason, Wallace MacDonald, William V. Mong, Tom O'Brien",N/A,USA,Harry S. Webb,,"Crime, Romance",English,N/A,Juanita Morgan (Shirley Mason) is pretty much living a life of servitude in the café/casino run by her mean uncle when she falls in love with a Mexican rum-runner. She helps him by alerting him when the government agents are about to trap him within the 12-mile limit of the shore.,N/A,N/A,10 Dec 1929,True,N/A,Dark Skies,movie,Jack Natteford (story),1929,tt0019804,5.3,6
465,"Mia Helene Solberg Brekke, Victor Papadopoulos Jacobsen, Sigrid Welde, Ulrik William Græsli",1 win & 3 nominations.,Norway,Katarina Launing,,"Drama, Family, Sport",Norwegian,N/A,"After an accident at school, the teenage-girl Anja must battle cancer while participating in summer camp, preparing for a soccer tournament and dealing with boys.",http://ia.media-imdb.com/images/M/MV5BNjQzMzkyMjcwNF5BMl5BanBnXkFtZTgwODQxODc3MDE@._V1_SX300.jpg,N/A,10 Jan 2014,True,100 min,Cool Kids Don't Cry,movie,Linda May Kallestein (screenplay),2014,tt2865618,7.1,161
466,"Leeshon Alexander, Inna Zobova, Stas Kostyushkin, Katerina Rai",N/A,UK,Aleksey Zalevskiy,,"Action, Comedy, Drama",English,N/A,"A biogenetics genius Leonid has been researching a cure for cancer. Instead, he discovered a powerful virus which threatens humanity with complete infertility. Leonid makes his discovery public at a popular pharmaceutical conference, which results in him losing a high-paying corporate job. Leonid goes underground as a professor at a local university. Enraged by the ignorance of his students during a lecture, Leonid threatens to spread his fatal virus into the atmosphere. This burst of anger is video-recorded by one of the students and is spread via social networks. The public is enraged and secret service agencies are charged specifically with finding and isolating both Leonid and his virus. Steven, Leonid's best friend and a theater director, provides Leonid a hiding place in his theater. Isadora, the leading actress of the theater and Leonid's college friend, together with her make-up artist, help Leonid escape from the theater, ambushed by police and secret services",http://ia.media-imdb.com/images/M/MV5BMTYzNTI4NTgzNF5BMl5BanBnXkFtZTcwMDcyOTI5OA@@._V1_SX300.jpg,N/A,01 Jun 2014,True,97 min,Z Joke,movie,Aleksey Zalevskiy,2014,tt2525214,7.3,6
467,"Hovhannes Azoyan, Maro Hakobyan, Pedram Ansari, Allison Gangi",N/A,Armenia,Pouria Heidary Oureh,,Romance,Armenian,N/A,N/A,N/A,N/A,N/A,True,N/A,Apricot Groves,movie,Pouria Heidary Oureh,2016,tt4726166,N/A,N/A
468,"Norma Shearer, Lew Cody, William Haines, Mary Carr",N/A,USA,Hobart Henley,,"Comedy, Romance",English,N/A,N/A,N/A,N/A,23 Aug 1925,True,60 min,A Slave of Fashion,movie,"Bess Meredyth, Jane Murfin, Samuel Shipman (story)",1925,tt0016358,1.7,62
469,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone",Nominated for 3 Oscars. Another 38 wins & 66 nominations.,USA,Peter Weir,,"Comedy, Drama, Sci-Fi",English,90,"In this movie, Truman is a man whose life is a fake one... The place he lives is in fact a big studio with hidden cameras everywhere, and all his friends and people around him, are actors who play their roles in the most popular TV-series in the world: The Truman Show. Truman thinks that he is an ordinary man with an ordinary life and has no idea about how he is exploited. Until one day... he finds out everything. Will he react?",https://images-na.ssl-images-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,PG,05 Jun 1998,True,103 min,The Truman Show,movie,Andrew Niccol,1998,tt0120382,8.1,"679,391"
470,"Aleksey Kopashov, Andrey Merzlikin, Pavel Derevyanko, Aleksandr Korshunov",3 wins & 12 nominations.,"Belarus, Russia",Aleksandr Kott,,"Action, Drama, History","Russian, Ukrainian, Belarusian",N/A,"The film shows the heroic defense of the Brest Fortress, which had taken upon the first strike of German fascist invaders on June 22 1941. Story describes the events of the first days of the defense. The film tells about three main resistance zones, headed by the regiment commander, Pyotr Mikhailovich Gavrilov, the commissar Efim Moiseevich Fomin and the head of the 9th frontier outpost, Andrey Mitrofanovich Kizhevatov. Many years later veteran Alexander Akimov again and again recalls the memories of the time, when he, then a 15 year old Sasha Akimov was deeply in love with the beautiful Anya and suddenly found himself in the middle of the bloody events of war.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzOTA2OTU1M15BMl5BanBnXkFtZTcwNzEyNzQ5NA@@._V1_SX300.jpg,N/A,04 Nov 2010,True,138 min,Fortress of War,movie,"Aleksey Dudarev, Vladimir Eryomin, Ekaterina Tirdatova, Igor Ugolnikov (story), Konstantin Vorobyov",2010,tt1343703,7.5,"6,586"
471,"Marc Bolan, Ringo Starr, Mickey Finn, Elton John",N/A,UK,Ringo Starr,,Music,English,N/A,"Documentary about T-Rex includes concert footage and staged sequences. Ringo's directorial work is mindful of touches used in ""Magical Mystery Tour.""",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NzI5NDA2NV5BMl5BanBnXkFtZTcwMTE3MTkyMQ@@._V1_SX300.jpg,APPROVED,15 Apr 1973,True,67 min,Born to Boogie,movie,N/A,1972,tt0068307,7.2,310
472,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito",Nominated for 4 Oscars. Another 21 wins & 15 nominations.,USA,Martin Scorsese,,"Crime, Drama","English, Spanish",93,"Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,08 Feb 1976,True,113 min,Taxi Driver,movie,Paul Schrader,1976,tt0075314,8.3,"515,479"
473,"Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe",31 wins & 47 nominations.,USA,"Frank Miller, Robert Rodriguez, Quentin Tarantino",,"Crime, Thriller",English,74,"A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",https://images-na.ssl-images-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,01 Apr 2005,True,124 min,Sin City,movie,Frank Miller (graphic novels),2005,tt0401792,8.1,"663,014"
474,"Libuse Safránková, Pavel Trávnícek, Carola Braunbock, Rolf Hoppe",N/A,"Czechoslovakia, East Germany",Václav Vorlícek,,"Drama, Fantasy, Family","German, Czech",N/A,"The film stars Libuse Safránková as the title character, a young woman who is put upon by her stepmother and stepsisters. The film employs a twist, though, when a handsome prince comes knocking. Cinderella does not simply fall into the prince's arms. In this version, he must actively pursue the young woman who is a skilled sharpshooter prone to wearing hunting outfits. Cinderella also has three wishes at her disposal, gained from three magic nuts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NDEyNDM4NF5BMl5BanBnXkFtZTcwMzM2MzQyMQ@@._V1_SX300.jpg,N/A,16 Nov 1973,True,82 min,Three Wishes for Cinderella,movie,"Bozena Nemcová (story), Frantisek Pavlícek",1973,tt0070832,8.0,"5,749"
475,"Glória Pires, Miranda Otto, Tracy Middendorf, Marcello Airoldi",8 wins & 11 nominations.,Brazil,Bruno Barreto,,"Biography, Drama, Romance","English, Portuguese",44,A chronicle of the tragic love affair between American poet Elizabeth Bishop and Brazilian architect Lota de Macedo Soares.,http://ia.media-imdb.com/images/M/MV5BMzA1Mjk2NDM0MV5BMl5BanBnXkFtZTgwOTQ0OTk1MDE@._V1_SX300.jpg,N/A,16 Aug 2013,True,118 min,Reaching for the Moon,movie,"Matthew Chapman (screenplay), Julie Sayres (screenplay), Carmen L. Oliveira (based on the novel ""Flores raras e banalíssimas"" by), Carolina Kotscho (based on the screenplay by)",2013,tt2217458,7.0,"1,902"
476,"Shintarô Katsu, Jûshirô Konoe, Miwa Takada, Yukiji Asaoka",N/A,Japan,Kenji Misumi,,"Drama, Adventure, Action",Japanese,N/A,"Ichi is staying at an inn when a woman dies. Her dying wish is that Ichi take her son to his father, an artist living in a nearby town. After arriving in the town, Ichi finds out that the father has been forced by a local boss to create illegal pornography to pay off his gambling debts. Ichi makes it his mission to save tha man and reunite the family, even though it brings him into conflict with a samurai he sort of befriended on his way to the town",http://ia.media-imdb.com/images/M/MV5BMTEwNjcxODg5ODVeQTJeQWpwZ15BbWU4MDMwMjgyMjEx._V1_SX300.jpg,NOT RATED,01 Apr 1970,True,87 min,Zatôichi chikemuri kaidô,movie,"Ryôzô Kasahara, Kan Shimozawa (story)",1967,tt0063834,7.7,738
477,"Al Adamson, Caroll Montour, Sergio Virel, Shirley Tegge",N/A,USA,"Victor Adamson, Al Adamson",,"Action, Romance, Western",English,N/A,"Prior to the revolution, Senorita Maria San Carlos, the only daughter of a wealthy landowner, was betrothed to Escobar, a General, but Maria believes in marriage for love and runs away with her friend Joanne. Soon they are in the desert between the border and Joanne's California home. They are intercepted by a gang of American cutthroats sent by Escobar to bring Maria back, as Escobar cannot leave his fight for Mexican freedom. Escobar has also sent along Manuel, once a servant boy at Maria's hacienda, as their protector. Along the way, the girls are threatened with torture by knives, rape and attempted rape. Two of the outlaws are killed, Jeff Lawton shows up to help the girls and Manuel. Manuel falls in love with Maria, but does not mention it. Escobar slaps Maria and Manuel challenges him. They fight a duel with bullwhips, Escobar proclaims himself the winner and says it isn't fair for Maria to marry him if she doesn't love him, but won't turn her over to Manuel. The gringo outlaws kidnap Maria, and Escobar, Manuel and Lawton pursue them.",N/A,N/A,01 Aug 1961,True,75 min,Half Way to Hell,movie,"Al Adamson (story), Alan Greedy (screenplay)",1961,tt0142346,1.2,26
478,"Irasj Asanti, Unni Bergendahl, Axel Bøyum, Hege Elsmo-Martinsen",N/A,Norway,Marius Sørvik,,Comedy,Norwegian,N/A,"Three wannabe actors, wants to make their own horror movie to become celebrities. The only problem is, they are not adults and don't have any respect in the movie industry.",N/A,N/A,18 May 2012,True,112 min,Full pakke!,movie,Marius Sørvik (screenplay),2012,tt2364675,N/A,N/A
479,"Bobby Hosea, T.J. Castronovo, Jill Clayburgh, Charles S. Dutton",N/A,USA,Ivan Passer,,N/A,English,N/A,N/A,N/A,N/A,N/A,True,N/A,Pretty Hattie's Baby,movie,"Fauna Hodel (story), Rod McCall",1991,tt0203816,7.3,12
480,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons",Won 3 Oscars. Another 161 wins & 162 nominations.,USA,David Fincher,,"Biography, Drama","English, French",95,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg,PG-13,01 Oct 2010,True,120 min,The Social Network,movie,"Aaron Sorkin (screenplay), Ben Mezrich (book)",2010,tt1285016,7.7,"485,392"
481,"Samuel Le Bihan, Mark Dacascos, Jérémie Renier, Vincent Cassel",4 wins & 22 nominations.,France,Christophe Gans,,"Action, Adventure, Drama","French, German, Italian",57,"In 18th century France, the Chevalier de Fronsac and his native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTkxMjg5MDYtZDkyMS00NjFlLTk5YTItMWUyOTNkOTg4YmRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,01 Feb 2002,True,142 min,Brotherhood of the Wolf,movie,"Stéphane Cabel (original scenario), Stéphane Cabel (adaptation), Christophe Gans (adaptation)",2001,tt0237534,7.1,"52,760"
482,"Luis Luque, Claribel Medina, Juan Palomino, Matías Sansone",1 nomination.,Argentina,Ezio Massa,,"Action, Drama, Western",Spanish,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ1MzA1Mzc1NV5BMl5BanBnXkFtZTcwNTY2OTc1MQ@@._V1_SX300.jpg,NOT RATED,28 Jan 2003,True,90 min,Manhunt,movie,"Jorge Bechara, Ezio Massa",2002,tt0284935,7.8,42
483,"Eiji Bandô, Kaba Chan, Shôzô Hayashiya, Shidô Nakamura",1 win & 1 nomination.,Japan,Gisaburô Sugii,,Animation,Japanese,N/A,"Fleeing a violent thunderstorm, a young goat named Mei becomes separated from his tribe and takes shelter in a cabin. He soon is not alone, as another creature limps inside. In the dark they cannot see each other, both have colds and cannot smell each other, but in conversation assume they are of the same kind for they have much in common even apart from a shared fear of thunder, having been taught by elders to run fast to survive and to value loyalty and friendship. They agree to meet the next day for a picnic, with the words ""stormy night"" used to identify each other. Getting past their initial shock at seeing each other in the daylight, their friendship grows even though they were born enemies, as a goat and a wolf. They continue to meet secretly with Gav fighting off his natural predator tendencies. One day Gav helps Mei escape a wolf hunt, and they are observed together. The other goats demand that Mei use his friend to get details of the wolves plans or be exiled. Gav is threatened with death unless he uses Mei to get details of the goat's habits. With all of the forest watching, they opt to jump into a raging river in an attempt to escape since neither will betray the other. Surviving the waters, they start a journey over a tall snow-capped peak to find a forest beyond where they can live in peace. The bitter cold of a blizzard overcomes Mei, and the pack still pursues them. Respectively facing death from starvation or the pack, Mei and Gav both attempt to sacrifice themselves for the other.",http://ia.media-imdb.com/images/M/MV5BMmYyZDI5OWMtN2FmMC00ZWU5LWJhOTAtN2U5NWJmNDI2MjZhXkEyXkFqcGdeQXVyNDAzMzgyMTI@._V1_SX300.jpg,N/A,10 Dec 2005,True,110 min,Stormy Night,movie,"Yûichi Kimura (book), Gisaburô Sugii",2005,tt0498465,7.2,812
484,"Joe DiLiberto, Nick DiLiberto, Shawn Donovan, John Jellinek",N/A,"Japan, Canada",Nick DiLiberto,,"Adventure, Fantasy, Sci-Fi",English,N/A,Beneath the decay of a dying world lives the Mad Doctor Mindskull. Using the planet's power of creation he has created the ultimate Weapon. Can mankind find a way to stop this Evil before ...,http://ia.media-imdb.com/images/M/MV5BODE3YmYzZTItNjY1Mi00MDg3LTg3OGUtZmU2YTQzMTE5ZjA4XkEyXkFqcGdeQXVyMjUyNzI4MTQ@._V1_SX300.jpg,N/A,23 Apr 2016,True,64 min,Nova Seed,movie,"Joe DiLiberto, Nick DiLiberto",2016,tt5569618,7.8,5
485,"Regina Casé, Hamilton Vaz Pereira, Dedé Veloso, Felipe Murray",N/A,Brazil,Caetano Veloso,,"Biography, Music",Portuguese,N/A,"Brazil's leading composer and singer ventures into film making, revealing himself with family and friends, in thirty segments arranged in three chapters - literature, music, and pictorial art. From the cacophony of a large party, dialogs start forming and will encompass in a variety of settings, themes that go from German philosophy to avant garde theatre, classic poetry and current politics, family love and homosexuality. Music is present everywhere, in theatre and dance, from Brazilean tunes to British rock. The film is a personal essay, explicitly referencing works by Godard and Fellini.",http://ia.media-imdb.com/images/M/MV5BMzVkOWIyM2UtMjgzMC00YTg5LThlMTQtNDgyMGY3ZjUxNTFlXkEyXkFqcGdeQXVyOTU3ODk4MQ@@._V1_SX300.jpg,N/A,N/A,True,112 min,Cinema Falado,movie,"J. Guimarães Rosa (excerpt from Grande Sertão: Veredas), Thomas Mann (excerpt), Gertrude Stein (excerpt), Caetano Veloso",1986,tt0281723,5.7,46
